change	path	baseline_sha256	current_sha256
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/PrivacySafeSearchShadowEvidenceV1.java		e60ba5a2f8160110075c0f355a6a89d9f3b3ed696c26b6e5927b08fd946175a7
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/ProductionProjectionSearchRuntimeFactory.java		c998bd19398e584722f1f26eba0e0dcb8f7fcc571b23f6d710653b5a0e0c9c9c
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/ProductionShadowCohortSelector.java		4958a9baeb4eaa4c435972327aacaf180fee631f0e3da89324e884c68855d1fa
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/ProductionShadowDispatchReceiptV1.java		97a9a9a36136703faa2ad7b5d3c64894aa41a2d69f11aee58c0dc13ec58e41eb
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/ProductionShadowDispatchRequestV1.java		d07d2fee64ddc898782828e9e0835d58f30fedc6e2f1be0cc15a0b8a6fa93f6b
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/ProductionShadowDispatchStatus.java		4ab4c2019e8753b52d0acfa5dd49e6bf808e8be28b42eff593a522a69a941191
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/ProductionShadowResourcePolicyV1.java		ee4b7a4e60f374d23b830e07793358447c0c389374ab265f8f87edf591d13da4
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/ProductionShadowSamplingAuthorization.java		6a4a5bcc6293fe46c30e77bdad642dc693d60e47bf2a22bce31030748489f886
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/ProductionShadowTaskExecutor.java		0769d286973e75c681a102ef6303e5caa4707e2db8cbc6ac3dd44a1702ce4b19
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/ProductionShadowTechnicalGate.java		a3f9cfeb5a1643929442804785f6cf9a5f04b621f034af4172e7b3bcae9edea4
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/ProjectionDeletionStatus.java		3095c8cf45b3e5aac08b1309d086883c76c7bd352491cad2ce49c79c2c03c355
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/ProjectionExploreRuntimeInputProviderFactory.java		ed66992835e6e3273e2b9958ce9077232999acf2282f643b097dbf4337e273e1
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/ProjectionModerationStatus.java		a49c62108566ea99ba4b42c79eb8ac2293d6837509afb3b7fdf96e2e999a8b28
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/ProjectionPublicationStatus.java		c317be93a06c8af9bc3b331fb655660b59633a96a47d48b2d85b879655f6551a
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/ProjectionSearchRetrievalPort.java		a761b080d68f43805b35469bd91e2b3f004559a2829ef62db6efc4909f0c6525
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/ProjectionVisibilityStatus.java		d8abc405e64553a9a80ed2eff3a2e218b858bb8015a488eb51656c9f4214c3c1
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/PropertyBackedSearchShadowKillSwitch.java		2447803e20685295367506bcfb7bea6c205c09e751377591235e9627f4d35a85
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/SearchDocumentEligibilityDecisionV1.java		6b05d42f2cd9435dec98da17b6606b12fef2499f58d3f2a668016c6f09b1c500
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/SearchDocumentEligibilityPolicyV1.java		b736ca5cac5c7cb84fbedef6ed0dcdf12af1487cdffcd521e6b734fffd755092
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/SearchDocumentProjectionV1.java		bd1707a0d6c46d97e6bb2991e5301bb06a88378269afd1e80c9a030271f65f94
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/SearchDocumentProjectorV1.java		54155496e9aea49fcc3fa1d332515b08cfca262116970a6b9076277538158322
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/SearchDocumentSourceV1.java		edc5a5a16a1f9f65e3f646e6527b7fed4d7c228d408edbe7142c71fef07e7dcf
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/SearchProductionContractIds.java		978851896eae9a3fa0738332514f90a4519bf62c214edf5f145b9712f124120d
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/SearchProjectionAvailabilityStatus.java		3fc20bfbda11a125981090285609d6c2661a942c58e60bda9ebca09af11647bd
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/SearchProjectionProjectorService.java		b2fccb1bbb47c3e2b05bffafd5ac6c5273f186708381f01522b931c1396a6754
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/SearchProjectionQueryResultV1.java		749dd344d1658c7636f755ecebb9f7f21d50358cf8c8c469bb5e22f9f5fe4452
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/SearchProjectionQueryV1.java		9dbf1937d2c36fbe5f03cfe462b93aee4b660826939e7a2e716a87c8834788ed
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/SearchProjectionStore.java		46c3c0d66cd30a766dac8341fc974ab116a02e21ca4c801b4ba396fc75e00acc
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/SearchProjectionTextNormalizer.java		84e7e04c960f31e71ef7af9fcfbb40aed2ce313f6a85c0e9be7d1c8e95e0431e
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/SearchProjectionWriteResultV1.java		903708cf997660fa137d9e819690b793aa011a806ff21d88fd7930e714d44bfc
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/SearchProjectionWriteStatus.java		ef9724965f8fa80c2bf18fd78f4bb6edfc550d76ad64be65dd79468e6f8c14ab
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/SearchShadowEvidenceSink.java		0983815cfae8b936d4dc24e88487e7929d837ee6f6110650a13bb62e9e703616
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/SearchShadowEvidenceStatus.java		6acfbd4120100125f3f62d217f555ffe607a168008bdb3f41d884f10c98a7b96
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/SearchShadowKillState.java		b8b645b197d26d06fecedff315cb2a1ad62999d3d7d2eb8050b68253eb9bfa11
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/SearchShadowKillSwitch.java		3fc52e14df2cfdb0f857611eaae49e65285a2a01c9cded925a43cda809098204
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/SearchShadowMetricName.java		ee79325c0922962a439176e84eae37606c66d88622eed14927239ce85d65419f
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/SearchShadowMetricSink.java		27c0ce1da6062ccc3cc83a2edb6c3dda730a81131f609a35929baca21b991517
ADD	jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/TestMutableSearchShadowKillSwitch.java		4b59d1c53ce66bb191053c499ff22995eeb935ff4a634d3f77f8a0996b25288c
ADD	jc-search-production-controls/src/test/java/com/jc/intelligence/production/search/ProductionShadowTechnicalContractTest.java		75c92a7a380e2b793d6426cda0b71e4a4848dc383abbcd327504ee8c39b3b2ea
MODIFY	jc-search-readiness/src/test/java/com/jc/intelligence/readiness/search/SearchShadowReadinessContractTest.java	ecf60e7a07236408a00a9888bce9413a1f7554e007555b1ddc8cc5bc70849b83	7c248f61bac13216d3b00eafa324e699005c23bdc6788e5a9a022630920ac6a2
ADD	verification/ip11-5/IP115_DEPENDENCY_GRAPH.txt		ae04d7a15b84d56ce1729a2f60b02d0e77ce390f7a49d05a3d86d322147a6918
ADD	verification/ip11-5/IP115_DIRECT_REGRESSION.log		940fc3128f625dedff59d1c8d4773e6dff2e33a6bca07dda3e19ee6a8af7fe04
ADD	verification/ip11-5/IP115_EMERGENCY_DISABLE_DRILL.log		6602058c31ba89a9c360004f93b344180b8211e7e9121e00dac177a2c1941909
ADD	verification/ip11-5/IP115_FULL_PROJECT_DIFF.tsv		7196aee3463a544986315a14356332ac53f775bbcd03ba7b0165ed7f166394d0
ADD	verification/ip11-5/IP115_GRADLE_EXECUTION.log		bb9d8548daecc5c82ee6d187f4d708c2f3f780038d19bd0b05484ed248b3c411
ADD	verification/ip11-5/IP115_GRADLE_TASK_GRAPH.txt		173a8eb2225a21ae65fd1729bca4ea16f505d5a80d6bb596f5da5726ff30d7be
ADD	verification/ip11-5/IP115_JUNIT_CLASS_METHOD_MANIFEST.tsv		6efd7b2e107b58288ffba27f706766f3ef3b6b0889dc2860ea19ef9fc1af8cde
ADD	verification/ip11-5/IP115_JUNIT_XML_SUMMARY.txt		6acb3a14fee6f03428d3057b714ba2dbd9c8ee9e58f5d98cb7552b3dc4572206
ADD	verification/ip11-5/IP115_NEW_MIGRATION_MANIFEST.tsv		d11269e138b31c474ff047464de9997617b2bc1ed8cde430d04ebe674f4e32bb
ADD	verification/ip11-5/IP115_POSTGRESQL_TESTCONTAINERS.log		47c2ae4d364ebec90a0e700c0ca6096873295c6bfb1d71ada8bce33872f95964
ADD	verification/ip11-5/IP115_PRODUCTION_CONFIG_DIFF.txt		51cfd463b6af8a57b3380487f986abf10f137073e9be453e44a7e9a5b4c0e72b
ADD	verification/ip11-5/IP115_PROTECTED_SOURCE_MANIFEST.tsv		95a6a122191b7f654b42d9085002bc22c4ac2b08c9160595b26373945690138f
ADD	verification/ip11-5/IP115_SELF_REVIEW_1.log		b8d8053747a30df85cc983b77afa3b8cf1d2091190cbeb67c2430f6be1330861
ADD	verification/ip11-5/IP115_SELF_REVIEW_2.log		86379ce9765dfa483ec3388fc2db2d81b7eeeab3fe0b25e8744449555a6a7672
ADD	verification/ip11-5/IP115_SELF_REVIEW_3.log		fd9332f7791a74eb94f9502c73d628065141f438b533c7b0d78a3f71aa8c7d04
ADD	verification/ip11-5/IP115_SOURCE_ONLY_DIFF.tsv		4e4602f2fcdaee28326820f03d3a6f2f19f63b8eebc75c70b31dd862a184552a
ADD	verification/ip11-5/IP115_SPRING_BEAN_GRAPH.txt		dda767f0ecdb4e8050b918bd412c899e03eaefecdf0c5febaf700d0f85780b00
ADD	verification/ip11-5/IP115_SPRING_CONTEXT.log		d374d755fedb752c46b3cdfc87d451749379a385d158f0708db4c3656d05600c
ADD	verification/ip11-5/IP115_SQL_01_26_MANIFEST.tsv		8c28fa4e5d331763d2272f813fbe967d834496914d9e8310cb8fbb5a658bba8b
ADD	verification/ip11-5/IP115_STATIC_VERIFICATION.log		e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
ADD	verification/ip11-5/run_ip115_direct_regression.sh		a2dad37714e03e09e8556047b159aa0d41c34f9479f95a442c10c5707bb9a0a6
ADD	verification/ip11-5/run_ip115_static_verification.py		6e0ec34c229fc7b36b223c1f6154ab3866302da4ef4aab3fd961e27841504733
MODIFY	verification/ip11/IP11_DECISION_REGISTER.tsv	cfbdee280b568ebe5905189e0d2cb9077adf7ec7dd23c369dbb39b7a70682108	102e35cde875da42554e4411c9c41c84bc25c718db86a80daca354599e961b29
