path	status	phase	baseline_sha256	current_sha256
jc-backend/src/main/java/com/jc/backend/search/shadow/DisabledSearchShadowActivationCondition.java	MODIFIED	IP12	22db1facb257da3bd8fffc9a1872c8a364a31430792e7ccdb883a77c52863975	eb5cd7ed21ecfb6101e899485acffccee563eb88a65dda3aec616482d919e1db
jc-backend/src/main/java/com/jc/backend/search/shadow/production/DirectProductionSearchShadowExecutionPort.java	ADDED	IP12		6d8621a15f1b7280e6ea4abf437d9a9809f1d9b9d84de693b5d1bc0063f47cb8
jc-backend/src/main/java/com/jc/backend/search/shadow/production/MicrometerSearchShadowMetricSink.java	ADDED	IP12		a4475fee69735d4dfa0d83d97d8445a8caf3a653984f240a83ca83ec4d8e341c
jc-backend/src/main/java/com/jc/backend/search/shadow/production/ProductionExploreSearchShadowHook.java	ADDED	IP12		0e43a78ec1d5a6e88dbdee51160e72d4ac268f0dc1406a0120f9a84c92b681f7
jc-backend/src/main/java/com/jc/backend/search/shadow/production/ProductionExploreShadowRequestContextProvider.java	ADDED	IP12		757d6a6abdba8e0bf651d153fbfb96545ac82ca54d9ca39ea0a27b6134a4bfe5
jc-backend/src/main/java/com/jc/backend/search/shadow/production/ProductionInternalAccountHashResolver.java	ADDED	IP12		7aaefc6b392345456fc3169bb28adf433affeff8085950fee0decaabe42166d1
jc-backend/src/main/java/com/jc/backend/search/shadow/production/ProductionSearchShadowActivationDecision.java	ADDED	IP12		75b94818ae7a0a3973110cce709b5a37e717ea7a601e19073995f43493a90e7c
jc-backend/src/main/java/com/jc/backend/search/shadow/production/ProductionSearchShadowActivationReason.java	ADDED	IP12		1d32af06606bf4bc4f916664d8daf9913b02b824456065f48aa3e2f37e5b4a4c
jc-backend/src/main/java/com/jc/backend/search/shadow/production/ProductionSearchShadowConfiguration.java	ADDED	IP12		2b969aa0a9c84486b7cb44c6e566adf19a24c738d73d91837a689099ccc7e28f
jc-backend/src/main/java/com/jc/backend/search/shadow/production/ProductionSearchShadowOperationalGate.java	ADDED	IP12		dd7ccaadfd985da00f557928a3af229811d017e3510633007e31dc6eb9975539
jc-backend/src/main/java/com/jc/backend/search/shadow/production/ProductionSearchShadowOperationalLogger.java	ADDED	IP12		a9dbda11e59c12925defe58f8c98b34707b8c20a9664e72369e816a004828f02
jc-backend/src/main/java/com/jc/backend/search/shadow/production/ProductionSearchShadowProfileCondition.java	ADDED	IP12		a136835803d2b9f4c9b7b3257fc87efb9e0cfb25db640be4e56a81c043890c5b
jc-backend/src/main/java/com/jc/backend/search/shadow/production/ProductionSearchShadowProperties.java	ADDED	IP12		e2e7787bad98343907abbca7d51327e3e69830cfcd0cb5f94804a6f9e88c2560
jc-backend/src/main/java/com/jc/backend/search/shadow/production/ProductionSearchShadowPropertiesValidator.java	ADDED	IP12		aca6f2975cdee51b9fd6016e882caf7b1d6a748316e3cc83bc94e6e4ffb75840
jc-backend/src/main/java/com/jc/backend/search/shadow/production/ProductionSearchShadowRuntimeConfig.java	ADDED	IP12		a7ac7c5a2731dcf62ff6796dd8884a69507c3a8b0de4461494360d23b4473a10
jc-backend/src/main/java/com/jc/backend/search/shadow/production/ProductionSearchShadowSamplingGate.java	ADDED	IP12		c277c6f81ee643c45cdeec192674d59711bb62a0de7e8e5cf0dfa12866ae0aa8
jc-backend/src/main/java/com/jc/backend/search/shadow/production/ProductionSearchShadowTechnicalConfiguration.java	MODIFIED	IP12	9507ba8160aff5ae001db96a16797ca2e280a8c6a1f74802fb4669f1dfc5b951	f55c0b48cdc28775f9e4a2432f1dc401d9742950eba745c1b9982571ce486029
jc-backend/src/main/java/com/jc/backend/search/shadow/production/ProductionShadowDefaultCapabilityCondition.java	ADDED	IP12		049b56796a364c18a6e2909bb0e4eb5964e008bc65f3e5677c63e5f23c70602e
jc-backend/src/main/java/com/jc/backend/search/shadow/production/SecurityContextProductionInternalAccountHashResolver.java	ADDED	IP12		9a359f1eb93e7fb6222d187c002ead648e6d0893c3a2d1f1a42c56ef503f8761
jc-backend/src/main/resources/application-prod.yml	ADDED	IP12		f4b9029690ddacbf1b93a324682c24a8bcc4994e2e7c0ac97ffe3f4490d9ba1e
jc-backend/src/main/resources/application-production.yml	ADDED	IP12		f4b9029690ddacbf1b93a324682c24a8bcc4994e2e7c0ac97ffe3f4490d9ba1e
jc-backend/src/test/java/com/jc/backend/search/shadow/production/IP115ProductionShadowStaticTest.java	MODIFIED	IP11_9_RECONSTRUCTED_DELTA	297fcd0000ec7b4686bb4b6c459ec4995a213f32e7ad6b236681deed69443f72	baceda3f998a5cfd57ccbb8e8522a0e14931c8085c2f66bd7e46ef6fe0c25c8b
jc-backend/src/test/java/com/jc/backend/search/shadow/production/IP12ProductionShadowStaticTest.java	ADDED	IP12		2a025f2b5eea060e262898998b440a29fe3de222ef492edc3042ad4719452803
jc-backend/src/test/java/com/jc/backend/search/shadow/production/MicrometerSearchShadowMetricSinkTest.java	ADDED	IP12		f496703e58e7e7d17a4279ac6be513cbaa3ca9d62f8ab0423227dd760d676e42
jc-backend/src/test/java/com/jc/backend/search/shadow/production/ProductionInternalAccountHashResolverTest.java	ADDED	IP12		9db63a78cf5b596993f50a775daa7ff629cbf48af240b7e0403b6f5044d77172
jc-backend/src/test/java/com/jc/backend/search/shadow/production/ProductionProjectionAndEligibilityContractTest.java	MODIFIED	IP11_9_RECONSTRUCTED_DELTA	3033bc71429c5204787d07a2ecd36fa81c1a243b7d11bf8278b4e5bee4361b9b	235f75715147bb568c73f2015dbe82f3b5232846708b1a1523fff951a5ff5870
jc-backend/src/test/java/com/jc/backend/search/shadow/production/ProductionSearchShadowConfigurationTest.java	ADDED	IP12		a86f1b751bc5b5f851aa9368986c72ddc53a316e5013c14238672b7bc816bc11
jc-backend/src/test/java/com/jc/backend/search/shadow/production/ProductionSearchShadowDisableDrillTest.java	ADDED	IP12		fe3bab943fd9355e354572d7e47cde7f1f71d1166b133610bc171f1a2e28c109
jc-backend/src/test/java/com/jc/backend/search/shadow/production/ProductionSearchShadowPropertiesTest.java	ADDED	IP12		682bc7a89ddd789fe63277f2a83a13951dba83f9d6e381050f6fd7f4f6ef7238
jc-backend/src/test/java/com/jc/backend/search/shadow/production/ProductionSearchShadowResourceIsolationTest.java	ADDED	IP12		9ff0543a337e7c830995c2f589d49f38488ed35dc5d4c965e61c4472962e8314
jc-backend/src/test/java/com/jc/backend/search/shadow/production/ProductionSearchShadowSamplingGateTest.java	ADDED	IP12		894e69bebc501fd6d26945efa6ef5d1f2d5299bcd4bd59c6f495046e8f3cbaaa
jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/ProductionShadowResourcePolicyV1.java	MODIFIED	IP12	ee4b7a4e60f374d23b830e07793358447c0c389374ab265f8f87edf591d13da4	e41013af9a60ef721c2ac6a95d172d493140bf47f2407f625b59da318ae9ec87
jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/ProductionShadowTaskCompletionStatus.java	ADDED	IP12		0b6fb2df4c7252f2a1c3fec216b9d3f2dd50c0d415a2c0224c776060d7565b67
jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/ProductionShadowTaskCompletionV1.java	ADDED	IP12		242ca4b6aff91d42aca0320ca850e6d8286f37def2a62c3766e1898952a9a92f
jc-search-production-controls/src/main/java/com/jc/intelligence/production/search/v1/ProductionShadowTaskExecutor.java	MODIFIED	IP12	0769d286973e75c681a102ef6303e5caa4707e2db8cbc6ac3dd44a1702ce4b19	e8d437474cbb9f83b3226a5b0b72d1a8351ea6556406be845b89a2bda600f9ab
jc-search-production-controls/src/test/java/com/jc/intelligence/production/search/ProductionShadowTechnicalContractTest.java	MODIFIED	IP11_9_RECONSTRUCTED_DELTA	75c92a7a380e2b793d6426cda0b71e4a4848dc383abbcd327504ee8c39b3b2ea	eb0650b43b0e77e81a444081c174de2c065e266cfd35cf75184965e02890d76e
verification/ip11-75/IP1175_DECISION_REGISTER.tsv	MODIFIED	IP12	e2c7e4e30cce6af5c632fade77f94d312570bb93e1c36114b9c63c04eaaee676	a607092bb205f4d7fa7337c38767b526e1edd6d75b4b2945dbac823da66ccc2c
verification/ip11/IP11_DECISION_REGISTER.tsv	MODIFIED	IP12	e2c7e4e30cce6af5c632fade77f94d312570bb93e1c36114b9c63c04eaaee676	a607092bb205f4d7fa7337c38767b526e1edd6d75b4b2945dbac823da66ccc2c
verification/ip11/IP11_GO_NO_GO_MATRIX.tsv	MODIFIED	IP12	130d56b84ce6af4fcf010a11ca564acdabcef81e670b4e3676086899fdc2d994	c9e02613d91385ee7435088d5cad4fa612470d0d68f5de74b9049dfb4ed95d5e
verification/ip12/IP12_ALLOWLIST_TEST_RESULTS.tsv	ADDED	IP12		ec4a89d8275b0ab11b0edf5a4b41d7b6de3b701e6de833fb8e7b329ebd1ba577
verification/ip12/IP12_BASELINE_RECONSTRUCTION.md	ADDED	IP12		eb092fb2be17c7a4939c978ea032cd6827dbface22113b25b93b56c649413d24
verification/ip12/IP12_BASELINE_SHA.txt	ADDED	IP12		a25c5f4acab95aaa9bd9aa4b10d82ef2c0561c0756c9c29c30a18685f5747cf8
verification/ip12/IP12_CHANGED_FILES.tsv	ADDED	IP12		95cdcee22bde7f7c210f77ce6aad232a827f596d69e0779d4d4450080edacedb
verification/ip12/IP12_CONTROLLER_REGRESSION_RESULTS.tsv	ADDED	IP12		1a04e4a0204a27ef13a8d43f775ddad647f734271b708b52ddd5037b1254f1fa
verification/ip12/IP12_DIRECT_VERIFICATION.log	ADDED	IP12		48e28795d9071b42c317e2e53049212f7037e345d4f735f008855ca59a413ef1
verification/ip12/IP12_DISABLE_DRILL_RESULTS.tsv	ADDED	IP12		6d253a614072bb2cb0d51c8f02b4f1144ac9da46d3d6b65b519a91ec9431a2c3
verification/ip12/IP12_EXECUTION_ENVIRONMENT.log	ADDED	IP12		ec43c1b0ad76e9d0a9b11aa038b11cbcd4c393cc5df8cb472f790363cebc6478
verification/ip12/IP12_FULL_PROJECT_DIFF.tsv	ADDED	IP12		08f8a020c2a4ae16505e38080132e7b9f7a5f7e5e78c4d4355457b44e67fedfb
verification/ip12/IP12_GO_NO_GO_MATRIX.tsv	ADDED	IP12		c9e02613d91385ee7435088d5cad4fa612470d0d68f5de74b9049dfb4ed95d5e
verification/ip12/IP12_GRADLE_EXECUTION.log	ADDED	IP12		ec43c1b0ad76e9d0a9b11aa038b11cbcd4c393cc5df8cb472f790363cebc6478
verification/ip12/IP12_GRADLE_TASK_RESULTS.tsv	ADDED	IP12		c3c731746701c5b8d6ec5b4d526475b651ecc6e67755a0d5044a6a446b52d9ed
verification/ip12/IP12_HANDOFF_SUMMARY.txt	ADDED	IP12		53bbe69b0c8860ea559512c4ade89bca6d76ff2f2d0f57f1bea791fae9f4c3dc
verification/ip12/IP12_JUNIT_AND_DB_STATUS.txt	ADDED	IP12		71d0d83859a88fe4cb819977ed314278278cc968003b4ed1b5c54995fcb21463
verification/ip12/IP12_JUNIT_CLASS_METHOD_MANIFEST.tsv	ADDED	IP12		e3aa6377a998f23c756fb44f8fb517ed6db4c670f49f7287bbf7cbe9680667c3
verification/ip12/IP12_JUNIT_XML_SUMMARY.txt	ADDED	IP12		48889af633fe8c1900860298ef4d32f739c49c254ae991b1b7d3cdaa3c74e1b2
verification/ip12/IP12_KILL_SWITCH_RESULTS.tsv	ADDED	IP12		e55d2e48bc6d94d3cd7f282bb3dc818c2a81e75275edd2b9cfa5fbb79dd1af03
verification/ip12/IP12_LOG_REDACTION_RESULTS.tsv	ADDED	IP12		2bde41eac891fdcf1fe95cfa7772623ce42ba8a16e7a2c318a08dbed9cbe248a
verification/ip12/IP12_MICROMETER_RESULTS.tsv	ADDED	IP12		acdba3523da2af48b59464673e463b3959b035717a94a862cd3a4324b5878bc9
verification/ip12/IP12_P0_P1_P2_RESULTS.tsv	ADDED	IP12		2e20e61d1a947e604a5e1a98b1bb510c02239bfe691c905b738294e6a1d2ba84
verification/ip12/IP12_POSTGRESQL_EXECUTION.log	ADDED	IP12		83a344e1e62de5f7479ad667dbaf5c76ebb6828ff4cee6e84db0f62c5dcd5434
verification/ip12/IP12_POSTGRESQL_RESULTS.tsv	ADDED	IP12		ad7ac2b3626ef2abf1ab8941ac178e7c78991dcea43855576c438e86aa0f7cb9
verification/ip12/IP12_PRODUCTION_PROPERTY_MATRIX.tsv	ADDED	IP12		27d74bbd6cfd728523a10c7bca005f722d18c9678811242d6e85d238794f9a85
verification/ip12/IP12_PROTECTED_SOURCE_MANIFEST.tsv	ADDED	IP12		fc5b7b06b8180a9d07f7a87d09c1f75a0b7df43454a8ffa7a00dc31e750c5e57
verification/ip12/IP12_PROTECTED_SOURCE_RESULT.txt	ADDED	IP12		2dd5122d894adef7d70206e2292241cafd67e2a4e7debe68f3fe0b9c9f2496b5
verification/ip12/IP12_RESOURCE_BUDGET_RESULTS.tsv	ADDED	IP12		8a8bf79150abe17fd6d448bf7a176625fcbfc157305830280393ceed0850533a
verification/ip12/IP12_SAMPLING_BOUNDARY_RESULTS.tsv	ADDED	IP12		392c981a3211b87506c34ff68514d30105661e7a153141232b092bc21df1b8e1
verification/ip12/IP12_SELF_REVIEW_1.md	ADDED	IP12		fafb855af2a708efad394734a5d95813609827569fe4aa726400958b928a65d9
verification/ip12/IP12_SELF_REVIEW_2.md	ADDED	IP12		f5acc6c316642681d0800b1b1d922d7ee08891932b3d9e7f4eb72b1de687520e
verification/ip12/IP12_SELF_REVIEW_3.md	ADDED	IP12		3917b1275818138af00a3d3d151335a730b8c5985657bbc7cfa8d02573936714
verification/ip12/IP12_SOURCE_ONLY_DIFF.tsv	ADDED	IP12		9fc781b10dc39d536588a19bc8789b022a7020441593756cd9444c474ff85bf8
verification/ip12/IP12_SPRING_CONTEXT_EXECUTION.log	ADDED	IP12		5b40be53850bd30351c84e847884abcc23e33eb4e8378c4b3da585f23b834d75
verification/ip12/IP12_SPRING_PROFILE_RESULTS.tsv	ADDED	IP12		1de43d44870d9aca00c1d3ad9b29c9185bdd78d1725b04eb86963904617c6e32
verification/ip12/IP12_SQL_01_28_MANIFEST.tsv	ADDED	IP12		18a4cc6d819cf7aa6589f383b458037d1ef6e17689fa6056ad026c0ec9f7a9ff
verification/ip12/IP12_SQL_01_28_RESULT.txt	ADDED	IP12		85730eb3b2f80b5aa3ffcac0ecc6197351d6ecd6a7b580b55841878c0537c739
verification/ip12/IP12_STATIC_VERIFICATION.log	ADDED	IP12		085bfcaf55304d89db4264e23e6835f346fd1d4cfa3610704ec01a94b4c04650
verification/ip12/IP12_UPSTREAM_DIRECT_REGRESSION.log	ADDED	IP12		8b49030a2c8573218eb27200e47c5e1017ce24eea2b056a2630e1aebabb16ad6
verification/ip12/VERIFY_WINDOWS_EXPLORER_AND_7ZIP.ps1	ADDED	IP12		9c674fbfb06a6fbbf89173700ef1aba3b3f5dce85ba54092429bbb62abb9d62c
verification/ip12/direct-src/com/jc/backend/search/shadow/production/IP12DirectOperationalContract.java	ADDED	IP12		3243172a5406c35424e078ebcf4981317f02858213c4e97fc6831c8aeaad339b
verification/ip12/run_ip12_direct_verification.sh	ADDED	IP12		ef11d83fdbd0b48f2800b221f91edb2cde8c12e205fc13f46b41f8970f94e363
verification/ip12/run_ip12_static_verification.py	ADDED	IP12		3c09eca06b6a58ad7bb3f6274e844d1263013f13b4191b57a0c83d34cf51bf94
